owner_org,รหัส Dataset ID,title,ช่วงเวลาข้อมูล time_horizon,ขอบข่ายข้อมูล domain,ชื่อประเภทข้อมูล Data_Entity,ภัยที่เกี่ยวข้อง Related Hazards,สาขา Sectors,มิติด้านเวลา Temporal Dimension,ช่วงเวลา Time Period,หน่วย Unit,ความละเอียดเชิงเวลา Temporal Resolution,geo_coverage,ความละเอียดเชิงพื้นที่ Spatial Resolution,data_format,accessible_condition,url,ข้อจำกัด Limitations / Gaps,หมายเหตุ Remarks,data_source,ประเภทแหล่งที่มา Source_Type,data_type,maintainer,maintainer_email,tag_string,notes,objective,update_frequency_unit,update_frequency_interval,data_category,license_id,created_date,last_updated_date,data_support,data_collect,data_language,high_value_dataset,reference_data,endorsement_status,validation_flag,limitations_statement
TMD,TMD_6_21,FSPI-1 - ความถี่ของ SPI-1 (Frequency SPI-1),Forward-looking,Physical Climate (DOM_010),CLIMATE_DRIVER,Flood (อุทกภัย); Drought (ภัยแล้ง),Cross-cutting (หลาาขา),Historical,-,months,Annual,National,Unknown,Unknown,Restricted,-,เป็นข้อมูลภายในจากโครงการของ DCCE,ดัชนีฝนมาตรฐาน (SPI): จำนวนเดือนในรอบปีที่ SPI-1 ≥ 1.5 หรือ ≤ -1.5 - ใช้ใน Flood/Drought Frequency Index,Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,TMD,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,เป็นข้อมูลภายในจากโครงการของ DCCE
TMD,TMD_6_22,HI_Heat - ดัชนีภัยอันตรายจากความร้อน (Heat Hazard Index),Forward-looking,Risk and Impact Assessment (DOM_023),COMPOSITE_INDEX,Heat (คลื่นความร้อน),Cross-cutting (หลายสาขา),Historical,-,-,Annual,National,Unknown,Unknown,Restricted,-,เป็นข้อมูลภายในจากโครงการของ DCCE,"ดัชนีรวม (Composite): HI_Heat = (Heat Intensity Index + Heat Duration Index + Heat Frequency Index) / 3 โดย Heat Intensity = (TXx + TNx + DTR)/3, Heat Duration = (GSL + WSDI)/2, Heat Frequency = (TX90p + TN90p + SU35 + TR20)/4 - ใช้ normalize ข้อมูลแบบ max-min ก่อนรวม",Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,TMD,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,เป็นข้อมูลภายในจากโครงการของ DCCE
TMD,TMD_6_23,HI_Flood - ดัชนีภัยอันตรายจากน้ำท่วม (Flood Hazard Index),Forward-looking,Risk and Impact Assessment (DOM_023),COMPOSITE_INDEX,Flood (อุทกภัย),Cross-cutting (หลายสาขา),Historical,-,-,Annual,National,Unknown,Unknown,Restricted,-,เป็นข้อมูลภายในจากโครงการของ DCCE,"ดัชนีรวม (Composite): HI_Flood = (Flood Intensity Index + Flood Duration Index + Flood Frequency Index)/3 โดย Flood Intensity = [Rx1day + Rx5day + SDII + R95p + R99p + PRCPTOT + (SPI-1>1.5)]/7, Flood Duration = [CWD + (CSPI-1>1.5)]/2, Flood Frequency = [R10mm + R20mm + (FSPI-1>1.5)]/3 - ใช้ normalize ข้อมูลแบบ max-min ก่อนรวม",Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,TMD,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,เป็นข้อมูลภายในจากโครงการของ DCCE
TMD,TMD_6_24,HI_Drought - ดัชนีภัยอันตรายจากภัยแล้ง (Drought Hazard Index),Forward-looking,Risk and Impact Assessment (DOM_023),COMPOSITE_INDEX,Drought (ภัยแล้ง),Cross-cutting (หลายสาขา),Historical,-,-,Annual,National,Unknown,Unknown,Restricted,-,เป็นข้อมูลภายในจากโครงการของ DCCE,"ดัชนีรวม (Composite): HI_Drought = (Drought Intensity Index + Drought Duration Index + Drought Frequency Index)/3 โดย Drought Intensity = |SPI-1<-1.5|, Drought Duration = [CDD + (CSPI-1<-1.5)]/2, Drought Frequency = (FSPI-1<-1.5) - ใช้ normalize ข้อมูลแบบ max-min ก่อนรวม",Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,TMD,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,เป็นข้อมูลภายในจากโครงการของ DCCE
TMD,TMD_6_25,จำนวนสถานีตรวจวัดอากาศหรือสถานีวัดน้ำฝน,Forward-looking,Risk and Impact Assessment (DOM_022),ADAPTIVE_CAPACITY,Drought (ภัยแล้ง); Flood (อุทกภัย),Human Settlement — ตั้งถิ่นฐาน; Tourism — ท่องเที่ยว; Water — น้ำ,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,-,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: กรมอุตุนิยมวิทยา / กรมทรัพยากรน้ำ / สสน. (สถานีตรวจวัดอากาศ/วัดน้ำฝน),Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,TMD,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
TMD,TMD_6_26,ค่าการระเหยน้ำของพืช,Forward-looking,Risk and Impact Assessment (DOM_022),SENSITIVITY,Drought (ภัยแล้ง); Heat (คลื่นความร้อน),Agriculture — เกษตร; Water — น้ำ,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,มม./ปี,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: กรมอุตุนิยมวิทยา / กรมชลประทาน (ค่าการระเหย ET),Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,TMD,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
TMD,TMD_6_27,จำนวนสถานีตรวจวัดอากาศอัตโนมัติในพื้นที่ป่าต้นน้ำ,Forward-looking,Risk and Impact Assessment (DOM_022),ADAPTIVE_CAPACITY,Flood (อุทกภัย),Natural Resources — ทรัพยากรธรรมชาติ,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,-,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: กรมอุตุนิยมวิทยา / กรมอุทยานฯ (สถานีตรวจอากาศในป่าต้นน้ำ),Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,TMD,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
DMCR,DMCR_1_1,พื้นที่กัดเซาะชายฝั่ง (WebGIS DCCE),Forward-looking,Risk and Impact Assessment (DOM_021),HAZARD_MAP,Coastal Erosion (กัดเซาะชายฝั่ง),Coastal (ชายฝั่ง),Historical,Up to 2025,กม. / ตร.กม.,Annual,National,-,Shapefile / Vector; CSV; API / Web Service,Restricted,https://tcs.dmcr.go.th/dmcr/v2/router?page=dashboard,-,"ข้อมูลพื้นที่ชายฝั่งที่เกิดการกัดเซาะ การทับถม หรือการเปลี่ยนแปลงแนวชายฝั่ง | จากรายการขอข้อมูล WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx → sheet: DMCR, ลำดับที่ 1)",Website THAILAND COASTAL SPATIAL DATABASE SYSTEM ระบบฐานข้อมูลเชิงพื้นที่การเปลี่ยนแปลงพื้นที่ชายฝั่งทะเลไทย,Website,,DMCR,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
DMCR,DMCR_2_1,ปะการังฟอกขาว,IMPACT (Backward-looking),Risk and Impact Assessment (DOM_024),LOSS_DAMAGE_RECORD,Heat (คลื่นความร้อน); Sea-level Rise (ระดับน้ำทะเลสูงขึ้น),Coastal (ชายฝั่ง); Natural Resources (ทรัพยากรธรรมชาติ),Historical,Up to 2025,ตร.กม. / %,Annual,National,-,Shapefile / Vector; CSV; API / Web Service,Restricted,https://thailandcoralbleaching.dmcr.go.th/th/home#coral-report-scroll,-,"ข้อมูลพื้นที่และระดับการเกิดปะการังฟอกขาว ใช้ติดตามผลกระทบจากอุณหภูมิน้ำทะเลที่สูงขึ้น | จากรายการขอข้อมูล WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx → sheet: DMCR, ลำดับที่ 2)",Website Project to develop a system for assessing coral bleaching โครงการพัฒนาระบบประเมินการเกิดปะการังฟอกขาว,Website,,DMCR,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
DMCR,DMCR_3_1,แนวปะการัง,Forward-looking,Risk and Impact Assessment (DOM_021),ENVIRONMENT,Cross-cutting (ทุกภัย),Coastal (ชายฝั่ง); Natural Resources (ทรัพยากรธรรมชาติ),Historical,Up to 2025,ตร.กม.,Annual,National,-,Shapefile / Vector; API / Web Service,Restricted,https://marinemap.dmcr.go.th/,-,"ข้อมูลขอบเขตและตำแหน่งของแนวปะการัง ใช้ประกอบการบริหารจัดการทรัพยากรชายฝั่ง | จากรายการขอข้อมูล WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx → sheet: DMCR, ลำดับที่ 3)",Website GEO-INFORMATICS DATA CENTER FOR MARINE AND COASTAL ศูนย์ข้อมูลภูมิสารสนเทศทางทะเลและชายฝั่ง,Website,,DMCR,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
DMCR,DMCR_3_2,แนวป่าชายเลน,Forward-looking,Risk and Impact Assessment (DOM_021),ENVIRONMENT,Coastal Erosion (กัดเซาะชายฝั่ง); Storm (พายุ),Coastal (ชายฝั่ง); Natural Resources (ทรัพยากรธรรมชาติ),Historical,Up to 2025,ตร.กม. / ไร่,Annual,National,-,Shapefile / Vector; API / Web Service,Restricted,https://marinemap.dmcr.go.th/,-,"ข้อมูลขอบเขตป่าชายเลน ใช้ประกอบการประเมินศักยภาพการดูดซับคาร์บอนและการป้องกันแนวชายฝั่ง | จากรายการขอข้อมูล WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx → sheet: DMCR, ลำดับที่ 4)",Website GEO-INFORMATICS DATA CENTER FOR MARINE AND COASTAL ศูนย์ข้อมูลภูมิสารสนเทศทางทะเลและชายฝั่ง,Website,,DMCR,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
DMCR,DMCR_4_1,พื้นที่กัดเซาะชายฝั่ง (DMCR ภาคสนาม),Forward-looking,Risk and Impact Assessment (DOM_021),HAZARD_MAP,Coastal Erosion (กัดเซาะชายฝั่ง),Cross-cutting (หลายสาขา),Historical,-,-,-,จังหวัดชายฝั่ง,-,GIS (Shapefile / GeoJSON),-,https://tcs.dmcr.go.th/dmcr/v2/router?page=dashboard,-,ข้อมูลพื้นที่ชายฝั่งที่เกิดการกัดเซาะหรือเปลี่ยนแปลงแนวชายฝั่ง,Website THAILAND COASTAL SPATIAL DATABASE SYSTEM ระบบฐานข้อมูลเชิงพื้นที่การเปลี่ยนแปลงพื้นที่ชายฝั่งทะเลไทย,Website,,DMCR,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
DMCR,DMCR_5_1,พื้นที่แหล่งปะการังในจังหวัด,Forward-looking,Risk and Impact Assessment (DOM_022),SENSITIVITY,Heat (คลื่นความร้อน),Tourism — ท่องเที่ยว,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,-,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: กรมทรัพยากรทางทะเลและชายฝั่ง (ทช.) - พื้นที่แนวปะการัง,Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,DMCR,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
DMR,DMR_1_1,พื้นที่ได้รับผลกระทบจากแผ่นดินถล่มและน้ำป่าไหลหลาก,Forward-looking,Risk and Impact Assessment (DOM_021),HAZARD_MAP,Landslide (ดินถล่ม),Cross-cutting (หลายสาขา),Historical,2024,-,-,ทั้งประเทศ,-,Shapefile; CSV,-,https://gdcatalog.go.th/dataset/gdpublish-debris_flood,-,"พื้นที่ที่ได้รับผลกระทบจริงจากดินถล่ม น้ำป่าไหลหลาก และน้ำท่วมฉับพลัน | ข้อมูลพื้นที่ที่ได้รับผลกระทบจริงจากเหตุแผ่นดินถล่ม น้ำป่าไหลหลาก และน้ำท่วมฉับพลัน | จากรายการขอข้อมูล WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx → sheet: DMR, ลำดับที่ 1)",Website GD Catalog พื้นที่ได้รับผลกระทบจากแผ่นดินถล่มและน้ำป่าไหลหลาก,Website,,DMR,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
DMR,DMR_2_1,พื้นที่เสี่ยงภัยดินถล่ม น้ำป่าไหลหลาก และน้ำท่วมฉับพลัน,Forward-looking,Risk and Impact Assessment (DOM_021),HAZARD_MAP,Flood (อุทกภัย),Human Settlement — ตั้งถิ่นฐาน; Natural Resources — ทรัพยากรธรรมชาติ; Water — น้ำ,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,ตร.กม.,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: กรมทรัพยากรธรณี / ปภ. (พื้นที่เสี่ยงดินถล่มและน้ำป่าไหลหลาก),Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,DMR,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
DMR,DMR_2_2,พื้นที่มีโอกาสเกิดดินถล่ม,Forward-looking,Risk and Impact Assessment (DOM_021),HAZARD_MAP,Flood (อุทกภัย),Water — น้ำ,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,ตร.กม.,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: กรมทรัพยากรธรณี / ปภ. (พื้นที่เสี่ยงดินถล่ม),Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,DMR,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
DDPM,DDPM_1_1,แผนที่ความเสี่ยงอุทกภัย,Forward-looking,Risk and Impact Assessment (DOM_021),HAZARD_MAP,Flood (อุทกภัย),DRR (การจัดการภัยพิบัติ),Historical,2016-2025,-,Annual,National,-,Shapefile / Vector; CSV; API / Web Service,Restricted,-,-,"ข้อมูลแผนที่แสดงระดับความเสี่ยงอุทกภัยในพื้นที่ | จากรายการขอข้อมูล WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx → sheet: DDPM, ลำดับที่ 1)",,,,DDPM,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
DDPM,DDPM_2_1,ข้อมูลเหตุการณ์ภัยพิบัติย้อนหลัง 10 ปี (10-year historical disaster occurrence data),IMPACT (Backward-looking),Risk and Impact Assessment (DOM_024),DISASTER_RECORD,Cross-cutting (ทุกภัย),Cross-cutting (หลายสาขา),Historical,Unknown,จำนวนเหตุการณ์; ความเสียหาย,Event-based,Mooban,Mooban,Database,Restricted,-,ข้อมูล one-way จาก อปท. → จังหวัด; ส่วนกลางไม่ ground-truth ได้; ขาด taxonomy ตาม UNDRR,เริ่ม rollout เครื่องมือ GIS reporting,ข้อมูลจากการสัมภาษณ์,Interview,,DDPM,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,ข้อมูล one-way จาก อปท. → จังหวัด; ส่วนกลางไม่ ground-truth ได้; ขาด taxonomy ตาม UNDRR
DDPM,DDPM_2_2,ข้อมูลผลการประเมินความเสี่ยงด้านสภาพภูมิอากาศภาคเหนือ 17 จังหวัด (Northern Region Climate Risk Assessment),Forward-looking,Risk and Impact Assessment (DOM_023),COMPOSITE_INDEX,Flood (อุทกภัย); Landslide (ดินถล่ม),Cross-cutting (หลายสาขา),Projected,Unknown,-,Annual,Sub-national,Sub-district,PDF Report; Shapefile,Restricted,-,อยู่ระหว่างจัดซื้อจัดจ้าง คาดเสร็จกันยายน 2569,ใช้วิธี index-based 10-20 ตัวชี้วัด,ข้อมูลจากการสัมภาษณ์,Interview,,DDPM,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,อยู่ระหว่างจัดซื้อจัดจ้าง คาดเสร็จกันยายน 2569
DDPM,DDPM_2_3,ข้อมูลความเสียหายของทรัพย์สิน (ถนน ปศุสัตว์ วัด ฯลฯ) ตามรายงานของ อปท. (LAO-reported damage counts),IMPACT (Backward-looking),Risk and Impact Assessment (DOM_024),LOSS_DAMAGE_RECORD,Flood (อุทกภัย); Storm (พายุ); Drought (ภัยแล้ง),Agriculture (เกษตร); Human Settlement (ตั้งถิ่นฐาน); Cross-cutting (หลายสาขา),Historical,Unknown,จำนวน; THB,Event-based,Mooban,Mooban,Database,Restricted,-,LAO ใส่ข้อมูลล่าช้าและไม่ตรงประเภท ต้องการเครื่องมือ AI ทำความสะอาด,ผูกกับการเบิกจ่ายเงินเยียวยา,ข้อมูลจากการสัมภาษณ์,Interview,,DDPM,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,LAO ใส่ข้อมูลล่าช้าและไม่ตรงประเภท ต้องการเครื่องมือ AI ทำความสะอาด
DDPM,DDPM_3_1,พื้นที่ประสบภัยน้ำแล้งรุนแรง,Forward-looking,Risk and Impact Assessment (DOM_021),HAZARDOUS_EVENT,Drought (ภัยแล้ง); Heat (คลื่นความร้อน),Human Settlement — ตั้งถิ่นฐาน; Water — น้ำ,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,ตร.กม.,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: กรมป้องกันและบรรเทาสาธารณภัย (ปภ.); กรมพัฒนาที่ดิน (พื้นที่ประสบภัยแล้งรุนแรง),Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,DDPM,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
DDPM,DDPM_3_2,มูลค่าความเสียหายจากภัยแล้ง,IMPACT (Backward-looking),Risk and Impact Assessment (DOM_024),LOSS_DAMAGE_RECORD,Drought (ภัยแล้ง),Agriculture — เกษตร; Human Settlement — ตั้งถิ่นฐาน; Tourism — ท่องเที่ยว; Water — น้ำ,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,บาทต่อปี,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: กรมป้องกันและบรรเทาสาธารณภัย (ปภ.) - มูลค่าความเสียหายจากภัยพิบัติ,Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,DDPM,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
DDPM,DDPM_3_3,พื้นที่ประสบภัยน้ำท่วมรุนแรง,Forward-looking,Risk and Impact Assessment (DOM_021),HAZARDOUS_EVENT,Flood (อุทกภัย),Human Settlement — ตั้งถิ่นฐาน; Water — น้ำ,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,ตร.กม.,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: ปภ. / กรมป้องกันและบรรเทาสาธารณภัย (พื้นที่ประสบภัยน้ำท่วมรุนแรง),Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,DDPM,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
DDPM,DDPM_3_4,สัดส่วนหมู่บ้านและชุมชนที่ประสบภัยแล้งรุนแรง,IMPACT (Backward-looking),Risk and Impact Assessment (DOM_024),LOSS_DAMAGE_RECORD,Flood (อุทกภัย),Agriculture — เกษตร; Human Settlement — ตั้งถิ่นฐาน; Tourism — ท่องเที่ยว; Water — น้ำ,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,บาทต่อปี,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: ปภ. (มูลค่าความเสียหายจากอุทกภัย),Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,DDPM,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
DDPM,DDPM_3_5,ระยะเวลาที่น้ำท่วมขัง ในเขตที่อยู่อาศัย,IMPACT (Backward-looking),Risk and Impact Assessment (DOM_024),LOSS_DAMAGE_RECORD,Flood (อุทกภัย),Human Settlement — ตั้งถิ่นฐาน; Water — น้ำ,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,ชั่วโมง,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: ปภ. / สสน. / กรมโยธาธิการและผังเมือง (ระยะเวลาน้ำท่วมขัง),Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,DDPM,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
DDPM,DDPM_3_6,ระดับความลึกของน้ำท่วม ในเขตที่อยู่อาศัย,IMPACT (Backward-looking),Risk and Impact Assessment (DOM_024),LOSS_DAMAGE_RECORD,Flood (อุทกภัย),Human Settlement — ตั้งถิ่นฐาน; Water — น้ำ,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,เมตร,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: ปภ. / สสน. / กรมโยธาธิการและผังเมือง (ระดับความลึกน้ำท่วม),Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,DDPM,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
DDPM,DDPM_3_7,สัดส่วนหมู่บ้านและชุมชนที่มีอุทกภัย/ดินโคลนถล่ม (รวม — ต่อหมู่บ้านทั้งหมด),IMPACT (Backward-looking),Risk and Impact Assessment (DOM_024),LOSS_DAMAGE_RECORD,Drought (ภัยแล้ง),Water — น้ำ,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,ร้อยละ,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: ปภ. / กรมพัฒนาที่ดิน (สัดส่วนหมู่บ้านที่ประสบภัยแล้ง),Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,DDPM,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
DDPM,DDPM_3_8,สัดส่วนหมู่บ้านและชุมชนที่มีอุทกภัย ดินโคลนถล่มต่อหมู่บ้านทั้งหมด,IMPACT (Backward-looking),Risk and Impact Assessment (DOM_024),LOSS_DAMAGE_RECORD,Flood (อุทกภัย),Water — น้ำ,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,-,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: ปภ. (สัดส่วนหมู่บ้านที่มีอุทกภัย/ดินโคลนถล่ม),Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,DDPM,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
DDPM,DDPM_3_9,สัดส่วนหมู่บ้านที่ไม่มีการเตือนภัยและมาตรการช่วยเหลือต่อหมู่บ้านในพื้นที่น้ำท่วม,Forward-looking,Risk and Impact Assessment (DOM_022),SENSITIVITY,Flood (อุทกภัย),Agriculture — เกษตร; Water — น้ำ,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,แห่ง,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: ปภ. (สัดส่วนหมู่บ้านที่ไม่มีระบบเตือนภัย),Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,DDPM,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
DDPM,DDPM_3_10,พื้นที่เสี่ยงภัยแล้งซ้ำซาก (สัดส่วนหมู่บ้านและชุมชนที่เกิดภัยแล้ง),Forward-looking,Risk and Impact Assessment (DOM_021),HAZARD_MAP,Drought (ภัยแล้ง),Public Health — สาธารณสุข; Tourism — ท่องเที่ยว,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,-,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: ปภ. / กรมพัฒนาที่ดิน (พื้นที่เสี่ยงภัยแล้งซ้ำซาก),Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,DDPM,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
DDPM,DDPM_3_11,สัดส่วนหมู่บ้านและชุมชนที่มีอุทกภัย ดินโคลนถล่ม,IMPACT (Backward-looking),Risk and Impact Assessment (DOM_024),LOSS_DAMAGE_RECORD,Flood (อุทกภัย),Public Health — สาธารณสุข; Tourism — ท่องเที่ยว,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,ร้อยละ,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: ปภ. (สัดส่วนหมู่บ้านที่มีอุทกภัย/ดินโคลนถล่ม),Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,DDPM,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
MD,MD_1_2,ข้อมูลระดับน้ำทะเล,Forward-looking,Risk and Impact Assessment (DOM_021),METEOROLOGICAL_OBSERVATION,Sea-level Rise (ระดับน้ำทะเลสูงขึ้น),Cross-cutting (หลายสาขา),Historical,Up to 2026,ม. (เมตร),Annual,National,-,Shapefile / Vector; CSV; API / Web Service,Restricted,http://hydro.md.go.th/,-,- | -,Website กลุ่มอุทกวิทยา กรมเจ้าท่า,Website,,MD,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
