asset_id,asset_title,asset_type,description,front_end_url,resource_url,source_group,owner,format
"PUB-038","การประเมินความเสี่ยงการทุจริตภายในหน่วยงาน","Knowledge Asset","สิ่งพิมพ์/เอกสารเผยแพร่ในศูนย์ข้อมูลกลาง หมวดงานจริยธรรม","https://www.dcce.go.th/datacenter/5003/","https://www.dcce.go.th/datacenter/5003/","ศูนย์ข้อมูลกลาง > งานจริยธรรม","กองยุทธศาสตร์และความร่วมมือระหว่างประเทศ","Web Page"
"PUB-039","การไม่รับของขวัญและของกำนัล No Gift Policy","Knowledge Asset","สิ่งพิมพ์/เอกสารเผยแพร่ในศูนย์ข้อมูลกลาง หมวดงานจริยธรรม","https://www.dcce.go.th/datacenter/4995/","https://www.dcce.go.th/datacenter/4995/","ศูนย์ข้อมูลกลาง > งานจริยธรรม","กองยุทธศาสตร์และความร่วมมือระหว่างประเทศ","Web Page"
"PUB-040","ผลคะแนน/การดำเนินงานการประเมินองค์กรคุณธรรม","Knowledge Asset","สิ่งพิมพ์/เอกสารเผยแพร่ในศูนย์ข้อมูลกลาง หมวดงานจริยธรรม","https://www.dcce.go.th/datacenter/4987/","https://www.dcce.go.th/datacenter/4987/","ศูนย์ข้อมูลกลาง > งานจริยธรรม","กองยุทธศาสตร์และความร่วมมือระหว่างประเทศ","Web Page"
"PUB-041","ผลคะแนน/การวิเคราะห์ผลคะแนนการประเมินคุณธรรมและความโปร่งใสในการดำเนินงานของหน่วยงานภาครัฐ (ITA)","Knowledge Asset","สิ่งพิมพ์/เอกสารเผยแพร่ในศูนย์ข้อมูลกลาง หมวดงานจริยธรรม","https://www.dcce.go.th/datacenter/4982/","https://www.dcce.go.th/datacenter/4982/","ศูนย์ข้อมูลกลาง > งานจริยธรรม","กองยุทธศาสตร์และความร่วมมือระหว่างประเทศ","Web Page"
"PUB-042","หลักเกณฑ์การบริหารทรัพยากรบุคคล","Knowledge Asset","สิ่งพิมพ์/เอกสารเผยแพร่ในศูนย์ข้อมูลกลาง หมวดการบริหารและการพัฒนาทรัพยากรบุคคล","https://www.dcce.go.th/datacenter/23119/","https://www.dcce.go.th/datacenter/23119/","ศูนย์ข้อมูลกลาง > การบริหารและการพัฒนาทรัพยากรบุคคล","กองยุทธศาสตร์และความร่วมมือระหว่างประเทศ","Web Page"
"PUB-043","ผลงานทางวิชาการ","Knowledge Asset","สิ่งพิมพ์/เอกสารเผยแพร่ในศูนย์ข้อมูลกลาง หมวดการบริหารและการพัฒนาทรัพยากรบุคคล","https://www.dcce.go.th/datacenter/5746/","https://www.dcce.go.th/datacenter/5746/","ศูนย์ข้อมูลกลาง > การบริหารและการพัฒนาทรัพยากรบุคคล","กองยุทธศาสตร์และความร่วมมือระหว่างประเทศ","Web Page"
"PUB-044","การจัดการองค์ความรู้ (Knowledge Management : KM) กรมลดโลกร้อน","Knowledge Asset","สิ่งพิมพ์/เอกสารเผยแพร่ในศูนย์ข้อมูลกลาง หมวดการบริหารและการพัฒนาทรัพยากรบุคคล","https://www.dcce.go.th/datacenter/22972/","https://www.dcce.go.th/datacenter/22972/","ศูนย์ข้อมูลกลาง > การบริหารและการพัฒนาทรัพยากรบุคคล","กองยุทธศาสตร์และความร่วมมือระหว่างประเทศ","Web Page"
"PUB-045","กฎหมาย กฎ ระเบียบ เกี่ยวกับการบริหารทรัพยากรบุคคล","Knowledge Asset","สิ่งพิมพ์/เอกสารเผยแพร่ในศูนย์ข้อมูลกลาง หมวดการบริหารและการพัฒนาทรัพยากรบุคคล","https://www.dcce.go.th/datacenter/22968/","https://www.dcce.go.th/datacenter/22968/","ศูนย์ข้อมูลกลาง > การบริหารและการพัฒนาทรัพยากรบุคคล","กองยุทธศาสตร์และความร่วมมือระหว่างประเทศ","Web Page"
"PUB-046","แผนการบริหารและพัฒนาทรัพยากรบุคคล","Knowledge Asset","สิ่งพิมพ์/เอกสารเผยแพร่ในศูนย์ข้อมูลกลาง หมวดการบริหารและการพัฒนาทรัพยากรบุคคล","https://www.dcce.go.th/datacenter/22941/","https://www.dcce.go.th/wp-content/uploads/2026/03/ประกาศกรม-career-path.pdf","ศูนย์ข้อมูลกลาง > การบริหารและการพัฒนาทรัพยากรบุคคล","กองยุทธศาสตร์และความร่วมมือระหว่างประเทศ","PDF"
"PUB-047","นโยบายการบริหารทรัพยากรบุคคล","Knowledge Asset","สิ่งพิมพ์/เอกสารเผยแพร่ในศูนย์ข้อมูลกลาง หมวดการบริหารและการพัฒนาทรัพยากรบุคคล","https://www.dcce.go.th/datacenter/4620/","https://www.dcce.go.th/datacenter/4620/","ศูนย์ข้อมูลกลาง > การบริหารและการพัฒนาทรัพยากรบุคคล","กองยุทธศาสตร์และความร่วมมือระหว่างประเทศ","Web Page"
"PUB-048","ข้อมูลโครงสร้าง การแบ่งส่วนราชการ และอัตรากำลัง","Knowledge Asset","สิ่งพิมพ์/เอกสารเผยแพร่ในศูนย์ข้อมูลกลาง หมวดการบริหารและการพัฒนาทรัพยากรบุคคล","https://www.dcce.go.th/datacenter/4622/","https://www.dcce.go.th/wp-content/uploads/2025/04/ข้อมูลตำแหน่งและอัตรากำลัง-29-ก.พ.-2567.pdf","ศูนย์ข้อมูลกลาง > การบริหารและการพัฒนาทรัพยากรบุคคล","กองยุทธศาสตร์และความร่วมมือระหว่างประเทศ","PDF"
"PUB-049","ข่าวสารประชาสัมพันธ์","Knowledge Asset","สิ่งพิมพ์/เอกสารเผยแพร่ในศูนย์ข้อมูลกลาง หมวดการบริหารและการพัฒนาทรัพยากรบุคคล","https://www.dcce.go.th/datacenter/4624/","https://www.dcce.go.th/datacenter/4624/","ศูนย์ข้อมูลกลาง > การบริหารและการพัฒนาทรัพยากรบุคคล","กองยุทธศาสตร์และความร่วมมือระหว่างประเทศ","Web Page"
"PUB-050","งานบริหารทรัพยากรบุคคล","Knowledge Asset","สิ่งพิมพ์/เอกสารเผยแพร่ในศูนย์ข้อมูลกลาง หมวดการบริหารและการพัฒนาทรัพยากรบุคคล","https://www.dcce.go.th/datacenter/4627/","https://www.dcce.go.th/datacenter/4627/","ศูนย์ข้อมูลกลาง > การบริหารและการพัฒนาทรัพยากรบุคคล","กองยุทธศาสตร์และความร่วมมือระหว่างประเทศ","Web Page"
"PUB-051","บัญชีข้อมูล (Data Catalogue)","Knowledge Asset","สิ่งพิมพ์/เอกสารเผยแพร่ในศูนย์ข้อมูลกลาง หมวดข้อมูลเปิด (Open Data)","https://www.dcce.go.th/datacenter/3427/","https://www.dcce.go.th/datacenter/3427/","ศูนย์ข้อมูลกลาง > ข้อมูลเปิด (Open Data)","กองยุทธศาสตร์และความร่วมมือระหว่างประเทศ","Web Page"
"PUB-052","คู่มือแนวทางปฏิบัติการจัดทำธรรมาภิบาลข้อมูล (Data Governance User Manual)","Knowledge Asset","สิ่งพิมพ์/เอกสารเผยแพร่ในศูนย์ข้อมูลกลาง หมวดข้อมูลเปิด (Open Data)","https://www.dcce.go.th/datacenter/22355/","https://www.dcce.go.th/wp-content/uploads/2026/05/คู่มือแนวทางปฏิบัติการจัดทำธรรมาภิบาลข้อมูล-Data-Governance-User-Manual.pdf","ศูนย์ข้อมูลกลาง > ข้อมูลเปิด (Open Data)","กองยุทธศาสตร์และความร่วมมือระหว่างประเทศ","PDF"
"PUB-053","การเปิดโอกาสให้เกิดการมีส่วนร่วม ปีงบประมาณ พ.ศ. 2569","Knowledge Asset","สิ่งพิมพ์/เอกสารเผยแพร่ในศูนย์ข้อมูลกลาง หมวดการเปิดโอกาสให้เกิดการมีส่วนร่วม","https://www.dcce.go.th/datacenter/24905/","https://www.dcce.go.th/datacenter/24905/","ศูนย์ข้อมูลกลาง > การเปิดโอกาสให้เกิดการมีส่วนร่วม","กองยุทธศาสตร์และความร่วมมือระหว่างประเทศ","Web Page"
"PUB-054","การเปิดโอกาสให้เกิดการมีส่วนร่วม ปีงบประมาณ พ.ศ. 2568","Knowledge Asset","สิ่งพิมพ์/เอกสารเผยแพร่ในศูนย์ข้อมูลกลาง หมวดการเปิดโอกาสให้เกิดการมีส่วนร่วม","https://www.dcce.go.th/datacenter/5809/","https://www.dcce.go.th/datacenter/5809/","ศูนย์ข้อมูลกลาง > การเปิดโอกาสให้เกิดการมีส่วนร่วม","กองยุทธศาสตร์และความร่วมมือระหว่างประเทศ","Web Page"
"PUB-055","การเปิดโอกาสให้เกิดการมีส่วนร่วม ปีงบประมาณ พ.ศ. 2567","Knowledge Asset","สิ่งพิมพ์/เอกสารเผยแพร่ในศูนย์ข้อมูลกลาง หมวดการเปิดโอกาสให้เกิดการมีส่วนร่วม","https://www.dcce.go.th/datacenter/5798/","https://www.dcce.go.th/datacenter/5798/","ศูนย์ข้อมูลกลาง > การเปิดโอกาสให้เกิดการมีส่วนร่วม","กองยุทธศาสตร์และความร่วมมือระหว่างประเทศ","Web Page"
"PUB-056","แนวทางการให้บริการ","Knowledge Asset","สิ่งพิมพ์/เอกสารเผยแพร่ในศูนย์ข้อมูลกลาง หมวดมาตรฐานการปฏิบัติราชการ","https://www.dcce.go.th/datacenter/4736/","https://www.dcce.go.th/datacenter/4736/","ศูนย์ข้อมูลกลาง > มาตรฐานการปฏิบัติราชการ","กองยุทธศาสตร์และความร่วมมือระหว่างประเทศ","Web Page"
"PUB-057","แนวทางการปฏิบัติงานของเจ้าหน้าที่","Knowledge Asset","สิ่งพิมพ์/เอกสารเผยแพร่ในศูนย์ข้อมูลกลาง หมวดมาตรฐานการปฏิบัติราชการ","https://www.dcce.go.th/datacenter/4744/","https://www.dcce.go.th/datacenter/4744/","ศูนย์ข้อมูลกลาง > มาตรฐานการปฏิบัติราชการ","กองยุทธศาสตร์และความร่วมมือระหว่างประเทศ","Web Page"
"MED-001","ซูเปอร์เอลนีโญกับการจัดการทรัพยากรธรรมชาติ ปกป้องระบบนิเวศไทย เพื่อสร้างภูมิคุ้มกันต่อวิกฤตภูมิอากาศ (สาขาการจัดการทรัพยากรธรรมชาติ)","Knowledge Asset","ชื่อเรื่อง: ซูเปอร์เอลนีโญกับการจัดการทรัพยากรธรรมชาติ ปกป้องระบบนิเวศไทย เพื่อสร้างภูมิคุ้มกันต่อวิกฤตภูมิอากาศ (สาขาการจัดการทรัพยากรธรรมชาติ) | ปีที่เผยแพร่: 1 กรกฎาคม 2026","https://www.dcce.go.th/media/26324/","https://www.dcce.go.th/26321/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-002","ซูเปอร์เอลนีโญกับสุขภาพคนไทย ปกป้องชีวิตและกลุ่มเปราะบาง ท่ามกลางโลกที่ร้อนขึ้น (สาขาสาธารณสุข)","Knowledge Asset","ชื่อเรื่อง: ซูเปอร์เอลนีโญกับสุขภาพคนไทย ปกป้องชีวิตและกลุ่มเปราะบาง ท่ามกลางโลกที่ร้อนขึ้น (สาขาสาธารณสุข) | ปีที่เผยแพร่: 30 มิถุนายน 2026","https://www.dcce.go.th/media/26317/","https://www.dcce.go.th/26314/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-003","ซูเปอร์เอลนีโญกับการท่องเที่ยวไทย สร้างความยืดหยุ่นให้แหล่งท่องเที่ยวไทย ท่ามกลางความท้าทายจากสภาพภูมิอากาศ (สาขาการท่องเที่ยว)","Knowledge Asset","ชื่อเรื่อง: ซูเปอร์เอลนีโญกับการท่องเที่ยวไทย สร้างความยืดหยุ่นให้แหล่งท่องเที่ยวไทย ท่ามกลางความท้าทายจากสภาพภูมิอากาศ (สาขาการท่องเที่ยว) | ปีที่เผยแพร่: 29 มิถุนายน 2026","https://www.dcce.go.th/media/26081/","https://www.dcce.go.th/26079/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-004","ซูเปอร์เอลนีโญกับความมั่นคงด้านน้ำของประเทศไทย เมื่อ “น้ำ” กลายเป็นความเสี่ยงอันดับแรกที่ทุกภาคส่วนต้องร่วมรับมือ (การจัดการทรัพยากรน้ำ)","Knowledge Asset","ชื่อเรื่อง: ซูเปอร์เอลนีโญกับความมั่นคงด้านน้ำของประเทศไทย เมื่อ “น้ำ” กลายเป็นความเสี่ยงอันดับแรกที่ทุกภาคส่วนต้องร่วมรับมือ (การจัดการทรัพยากรน้ำ) | ปีที่เผยแพร่: 27 มิถุนายน 2026","https://www.dcce.go.th/media/26076/","https://www.dcce.go.th/26073/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-005","แพลตฟอร์มหลักที่คนทำงาน ”ด้านการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ” ต้องใช้ส่งข้อมูล","Knowledge Asset","ชื่อเรื่อง: แพลตฟอร์มหลักที่คนทำงาน ”ด้านการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ” ต้องใช้ส่งข้อมูล | ปีที่เผยแพร่: 30 พฤษภาคม 2026","https://www.dcce.go.th/media/25049/","https://www.dcce.go.th/25048/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-006","ส่งต่อความมั่นคง เปิดพิมพ์เขียวยกระดับคุณภาพชีวิตคนไทย จากบทเรียนพื้นที่ต้นแบบสู่การขับเคลื่อนระดับประเทศ","Knowledge Asset","ชื่อเรื่อง: ส่งต่อความมั่นคง เปิดพิมพ์เขียวยกระดับคุณภาพชีวิตคนไทย จากบทเรียนพื้นที่ต้นแบบสู่การขับเคลื่อนระดับประเทศ | ปีที่เผยแพร่: 29 พฤษภาคม 2026","https://www.dcce.go.th/media/25046/","https://www.dcce.go.th/25038/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-007","จากเป้าหมายการปรับตัวระดับโลก...สู่การสร้างภูมิคุ้มกันในระดับพื้นที่","Knowledge Asset","ชื่อเรื่อง: จากเป้าหมายการปรับตัวระดับโลก...สู่การสร้างภูมิคุ้มกันในระดับพื้นที่ | ปีที่เผยแพร่: 28 พฤษภาคม 2026","https://www.dcce.go.th/media/24143/","https://www.dcce.go.th/24142/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-008","ถอดรหัสความสำเร็จจากพื้นที่ต้นแบบทั้ง 6 สาขา ปัจจัยสู่ความเข้มแข็งและการปรับตัวอย่างยั่งยืน","Knowledge Asset","ชื่อเรื่อง: ถอดรหัสความสำเร็จจากพื้นที่ต้นแบบทั้ง 6 สาขา ปัจจัยสู่ความเข้มแข็งและการปรับตัวอย่างยั่งยืน | ปีที่เผยแพร่: 28 พฤษภาคม 2026","https://www.dcce.go.th/media/24129/","https://www.dcce.go.th/24128/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-009","โครงการจัดทำระบบติดตามประเมินผลการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศถอดบทเรียน “พื้นที่ปฏิบัติที่ดี (Good Practices)” สาขาการตั้งถิ่นฐานและความมั่นคงของมนุษย์","Knowledge Asset","ชื่อเรื่อง: โครงการจัดทำระบบติดตามประเมินผลการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศถอดบทเรียน “พื้นที่ปฏิบัติที่ดี (Good Practices)” สาขาการตั้งถิ่นฐานและความมั่นคงของมนุษย์ | ปีที่เผยแพร่: 27 พฤษภาคม 2026","https://www.dcce.go.th/media/24014/","https://www.dcce.go.th/24013/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-010","โครงการจัดทำระบบติดตามประเมินผลการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศถอดบทเรียน “พื้นที่ปฏิบัติที่ดี (Good Practices)” สาขาทรัพยากรธรรมชาติ","Knowledge Asset","ชื่อเรื่อง: โครงการจัดทำระบบติดตามประเมินผลการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศถอดบทเรียน “พื้นที่ปฏิบัติที่ดี (Good Practices)” สาขาทรัพยากรธรรมชาติ | ปีที่เผยแพร่: 26 พฤษภาคม 2026","https://www.dcce.go.th/media/24004/","https://www.dcce.go.th/24003/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-011","โครงการจัดทำระบบติดตามประเมินผลการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศถอดบทเรียน “พื้นที่ปฏิบัติที่ดี (Good Practices)” สาขาสาธารณสุข","Knowledge Asset","ชื่อเรื่อง: โครงการจัดทำระบบติดตามประเมินผลการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศถอดบทเรียน “พื้นที่ปฏิบัติที่ดี (Good Practices)” สาขาสาธารณสุข | ปีที่เผยแพร่: 25 พฤษภาคม 2026","https://www.dcce.go.th/media/23996/","https://www.dcce.go.th/23995/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-012","โครงการจัดทำระบบติดตามประเมินผลการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศถอดบทเรียน “พื้นที่ปฏิบัติที่ดี (Good Practices)” สาขาการท่องเที่ยว","Knowledge Asset","ชื่อเรื่อง: โครงการจัดทำระบบติดตามประเมินผลการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศถอดบทเรียน “พื้นที่ปฏิบัติที่ดี (Good Practices)” สาขาการท่องเที่ยว | ปีที่เผยแพร่: 24 พฤษภาคม 2026","https://www.dcce.go.th/media/23983/","https://www.dcce.go.th/23982/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-013","โครงการจัดทำระบบติดตามประเมินผลการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ ถอดบทเรียน “พื้นที่ปฏิบัติที่ดี (Good Practices)” สาขาการเกษตรและความมั่นคงอาหาร","Knowledge Asset","ชื่อเรื่อง: โครงการจัดทำระบบติดตามประเมินผลการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ ถอดบทเรียน “พื้นที่ปฏิบัติที่ดี (Good Practices)” สาขาการเกษตรและความมั่นคงอาหาร | ปีที่เผยแพร่: 23 พฤษภาคม 2026","https://www.dcce.go.th/media/23975/","https://www.dcce.go.th/23974/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-014","โครงการจัดทำระบบติดตามประเมินผลการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศถอดบทเรียน “พื้นที่ปฏิบัติที่ดี (Good Practices)” สาขาการจัดการทรัพยากรน้ำ","Knowledge Asset","ชื่อเรื่อง: โครงการจัดทำระบบติดตามประเมินผลการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศถอดบทเรียน “พื้นที่ปฏิบัติที่ดี (Good Practices)” สาขาการจัดการทรัพยากรน้ำ | ปีที่เผยแพร่: 22 พฤษภาคม 2026","https://www.dcce.go.th/media/23827/","https://www.dcce.go.th/23826/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-015","การวิเคราะห์ความเปราะบางและขีดความสามารถในการปรับตัว (Measuring Vulnerability &amp; Adaptive Capacity)","Knowledge Asset","ชื่อเรื่อง: การวิเคราะห์ความเปราะบางและขีดความสามารถในการปรับตัว (Measuring Vulnerability &amp; Adaptive Capacity) | ปีที่เผยแพร่: 21 พฤษภาคม 2026","https://www.dcce.go.th/media/23820/","https://www.dcce.go.th/23819/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-016","เริ่มอย่างไรกับแนวทางการทำระบบติดตามประเมินผล (Monitoring &amp; Evaluation; M&amp;E)","Knowledge Asset","ชื่อเรื่อง: เริ่มอย่างไรกับแนวทางการทำระบบติดตามประเมินผล (Monitoring &amp; Evaluation; M&amp;E) | ปีที่เผยแพร่: 20 พฤษภาคม 2026","https://www.dcce.go.th/media/23799/","https://www.dcce.go.th/23800/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-017","ก้าวสำคัญของการรับมือโลกร้อน “โครงการจัดทำระบบติดตามประเมินผลการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ”","Knowledge Asset","ชื่อเรื่อง: ก้าวสำคัญของการรับมือโลกร้อน “โครงการจัดทำระบบติดตามประเมินผลการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ” | ปีที่เผยแพร่: 19 พฤษภาคม 2026","https://www.dcce.go.th/media/23792/","https://www.dcce.go.th/23793/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-018","มีระบบติดตามประเมินผลแล้วดีอย่างไร","Knowledge Asset","ชื่อเรื่อง: มีระบบติดตามประเมินผลแล้วดีอย่างไร | ปีที่เผยแพร่: 18 พฤษภาคม 2026","https://www.dcce.go.th/media/23778/","https://www.dcce.go.th/23777/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-019","ระบบ M&amp;E เครื่องมือวัดความรอดในยุคโลกรวน กรณีศึกษาระบบติดตามประเมินผลของต่างประเทศ","Knowledge Asset","ชื่อเรื่อง: ระบบ M&amp;E เครื่องมือวัดความรอดในยุคโลกรวน กรณีศึกษาระบบติดตามประเมินผลของต่างประเทศ | ปีที่เผยแพร่: 17 พฤษภาคม 2026","https://www.dcce.go.th/media/23769/","https://www.dcce.go.th/23768/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-020","Maladaptation Monitoring ติดตาม “ผลข้างเคียง” ยังไง ไม่ให้แผนพังกลางคัน","Knowledge Asset","ชื่อเรื่อง: Maladaptation Monitoring ติดตาม “ผลข้างเคียง” ยังไง ไม่ให้แผนพังกลางคัน | ปีที่เผยแพร่: 16 พฤษภาคม 2026","https://www.dcce.go.th/media/23751/","https://www.dcce.go.th/23750/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-021","Monitoring Evaluation Research and Learning (MERL) Cycle วงจรที่จะทำให้การปรับตัวของคุณไม่มีวันหลงทาง","Knowledge Asset","ชื่อเรื่อง: Monitoring Evaluation Research and Learning (MERL) Cycle วงจรที่จะทำให้การปรับตัวของคุณไม่มีวันหลงทาง | ปีที่เผยแพร่: 25 พฤษภาคม 2026","https://www.dcce.go.th/media/23736/","https://www.dcce.go.th/23735/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-022","จาก Monitoring &amp; Evaluation (M&amp;E) สู่ Monitoring, Evaluation, Research and Learning (MERL)","Knowledge Asset","ชื่อเรื่อง: จาก Monitoring &amp; Evaluation (M&amp;E) สู่ Monitoring, Evaluation, Research and Learning (MERL) | ปีที่เผยแพร่: 14 พฤษภาคม 2026","https://www.dcce.go.th/media/23728/","https://www.dcce.go.th/23727/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-023","ตัวชี้วัดแบบ SMART: คม ชัด วัดผลได้จริง","Knowledge Asset","ชื่อเรื่อง: ตัวชี้วัดแบบ SMART: คม ชัด วัดผลได้จริง | ปีที่เผยแพร่: 13 พฤษภาคม 2026","https://www.dcce.go.th/media/23717/","https://www.dcce.go.th/23716/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-024","Global Goal on Adaptation (GGA) Indicator กับการปรับตัวของไทย","Knowledge Asset","ชื่อเรื่อง: Global Goal on Adaptation (GGA) Indicator กับการปรับตัวของไทย | ปีที่เผยแพร่: 12 พฤษภาคม 2026","https://www.dcce.go.th/media/23705/","https://www.dcce.go.th/23704/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-025","แผนการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศแห่งชาติ  (National Adaptation Plan: NAP)","Knowledge Asset","ชื่อเรื่อง: แผนการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศแห่งชาติ (National Adaptation Plan: NAP) | ปีที่เผยแพร่: 11 พฤษภาคม 2026","https://www.dcce.go.th/media/23703/","https://www.dcce.go.th/23694/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-026","คู่มือแนวทางปฏิบัติการจัดทำธรรมาภิบาลข้อมูล (Data Governance User Manual)","Knowledge Asset","ชื่อเรื่อง: คู่มือแนวทางปฏิบัติการจัดทำธรรมาภิบาลข้อมูล (Data Governance User Manual) | ปีที่เผยแพร่: พฤษภาคม 2567","https://www.dcce.go.th/media/22369/","https://www.dcce.go.th/media/22369/?download_file=1&file_id=22358","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-027","“ความร้อน” ภัยเงียบในยุคโลกเดือด","Knowledge Asset","วารสาร: การปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | ชื่อเรื่อง: “ความร้อน” ภัยเงียบในยุคโลกเดือด | ปีที่เผยแพร่: เมษายน 2026","https://www.dcce.go.th/media/22854/","https://www.dcce.go.th/datacenter/22829/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-028","ฟาร์มสุกรในยุคโลกเดือด : กับการปรับตัวของผู้ประกอบการรายย่อย","Knowledge Asset","วารสาร: การปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | ชื่อเรื่อง: ฟาร์มสุกรในยุคโลกเดือด : กับการปรับตัวของผู้ประกอบการรายย่อย | ปีที่เผยแพร่: มีนาคม 2026","https://www.dcce.go.th/media/22853/","https://www.dcce.go.th/datacenter/22826/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-029","การปรับตัวของการท่องเที่ยวท่ามกลางวิกฤตภูมิอากาศ : บทเรียนจากเกรตแบร์ริเออร์รีฟสู่ทะเลไทย","Knowledge Asset","วารสาร: การปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | ชื่อเรื่อง: การปรับตัวของการท่องเที่ยวท่ามกลางวิกฤตภูมิอากาศ : บทเรียนจากเกรตแบร์ริเออร์รีฟสู่ทะเลไทย | ปีที่เผยแพร่: กุมภาพันธ์ 2026","https://www.dcce.go.th/media/22852/","https://www.dcce.go.th/datacenter/22823/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
